Region,MAE,r
3,10.214390220911852,0.6553531637886681
4,10.29142257110913,0.6558902760143254
8,10.77016783160784,0.6038466742991702
53,11.32983191779939,0.5647505764667583
68,9.476530469922096,0.7065168028290241
70,8.73059057242313,0.7517364991833464
73,8.789751188419974,0.7469720205834528
76,9.828943144246436,0.6737931811605836
78,9.821373842487608,0.6881056060545051
79,9.827172904365286,0.6728188959414196
81,9.555935193790337,0.7127436428211392
86,10.289168441011562,0.6540504266481157
92,10.152254014196005,0.6558399843558683
95,9.298906430225806,0.7138783863704766
96,9.271729863665701,0.7147457240732302
101,9.006405112767434,0.7403079958915328
102,10.538704842654045,0.606643196023921
104,10.013507965299231,0.6555701305564234
105,9.534418606405707,0.7053055314447353
106,9.938379594146623,0.656345272500399
107,9.327390268125546,0.7104106515661524
108,10.394187488623368,0.6321670363032558
113,11.503040006556473,0.5298960098104487
114,10.583711690455544,0.6175514223601624
116,11.517679253343271,0.5327510442801314
119,10.533388096527744,0.6206254324683247
198,11.24245074564578,0.5639999545963956
202,8.678938491398371,0.757348535100465
203,9.85333978817462,0.6707395537344191
204,9.882732802826732,0.6848643669113136
205,9.682070624360316,0.6857347122262082
206,9.688917994157157,0.6838655227205489
207,9.474156513053392,0.7126385999897971
208,9.4077693040903,0.716399465131502
209,10.630424047545953,0.6236034529313592
211,10.672273774643237,0.6101414472525718
212,10.294159253371868,0.6402135095252944
213,9.559338517478018,0.7009993417409631
215,10.405472355219036,0.6356064444737625
218,10.17982251547555,0.6498693336168377
221,10.033894504382761,0.65413615872844
222,10.74550081793824,0.5909118753007867
224,11.005622443311688,0.5669786040800351
226,11.582522676909717,0.5092567315989628
233,10.627793494366243,0.6088006824386637
235,10.504406325781035,0.6268356895336533
236,9.586991729382913,0.6986701624902714
237,9.930160078280313,0.666306789559191
241,11.513143839188455,0.5199909914586488
258,9.765651405865405,0.6880292635450878
264,10.922566471407348,0.595552840389413
276,10.95837349659968,0.5887343571414647
277,11.279910807748804,0.5604285988424279
278,11.136752236609748,0.5724724064283889
279,10.975426455992281,0.5899024451569941
280,11.381627346731344,0.5483177234799103
282,11.397084244720467,0.5481767266000386
283,10.054477025646547,0.6648228333181807
284,10.531595760986537,0.6214712273069557
288,11.020484900091578,0.5715990672756942
289,11.105353530686111,0.5876429335578596
302,10.07574085719215,0.6527962774795338
309,10.18000711339887,0.6670312379222713
310,11.016511635021091,0.5878139527211217
311,10.597478878847678,0.6100185354182602
313,10.685299094749896,0.6154965064506108
333,9.590214007183992,0.6934930859494377
334,11.145810776763978,0.5664717145524434
336,10.513088516754813,0.6250968684791524
337,9.548973234297401,0.6967942493864204
338,10.260376928272809,0.6393952398694552
339,11.068242210216473,0.5754068428566814
340,10.576684293517742,0.6251367712031501
341,11.408796689411567,0.5453728743055325
343,10.584476175003033,0.6159519444194876
344,9.79389153915194,0.6800312266624384
345,10.177466707532114,0.6573923054875328
348,10.988805694236527,0.5943479274865243
349,9.98065133136469,0.6698491991795495
352,11.568396786522204,0.5359060759657939
353,9.400957816385988,0.709806740908326
355,11.308887983067816,0.5638002599364794
356,9.727550633789626,0.68049902561139
358,10.6726990903835,0.611279235094313
359,10.357719902586961,0.630391608910545
364,10.933802957762271,0.5837602799101579
368,10.571177142750962,0.609772661743455
369,10.687377236802309,0.5927199574414349
371,11.54756443422697,0.5186986310970448
388,10.889578971496622,0.5988624598637456
389,10.128829069316554,0.6508977896045842
393,10.503052248072528,0.6385090347312983
394,10.400203746801301,0.6361647292468338
404,10.906998673099066,0.6029115397998814
405,10.057084753191818,0.6609648933639772
412,10.868413312890212,0.5910560144336051
413,10.512938358455875,0.6105856645524906
468,9.645429234883204,0.700451648467325
470,9.378530285008988,0.7200561980511129
472,10.255039422156583,0.6531800814524683
475,8.77826171198362,0.7404215755921525
477,10.88899141264525,0.607330029037373
478,9.139955477659674,0.7220663657937314
479,9.321961436338189,0.7086753787746695
480,9.153330768204624,0.7182640507862008
482,9.891102605001185,0.6745369744327664
483,10.200181338980567,0.6442000719028236
484,9.321650150991575,0.7234116868681585
486,9.288692001450302,0.7131242185140955
487,9.218307251792945,0.7159647414381728
490,10.187446020534892,0.6462592938011986
492,10.482014975537492,0.6253758785476797
498,9.232888331934147,0.7161229654136442
500,8.977467239731327,0.74346710498148
501,9.997532858434207,0.6686875136657757
507,10.158509590135198,0.6536916964205012
508,9.589972722658578,0.6891963295429235
510,9.480581890784288,0.6977126794543572
516,10.142217826878863,0.6637473019439887
517,9.567400762350424,0.6911427157094554
522,10.661129777372345,0.622643877307418
524,10.623665839333972,0.6132433633426402
526,10.360887507493862,0.6455673252664353
532,11.581203760459498,0.5258165436376029
534,11.017234776172225,0.5634655828064538
597,10.81114481510231,0.6018937318180865
599,10.185326463083227,0.6362760869245552
603,10.967997489035533,0.5939852667872233
611,8.954297224043552,0.7411877515569802
613,9.948203577167504,0.6598558026381126
614,8.639832144753788,0.7542708615221899
615,9.178506387964395,0.7174912164844363
616,9.819561806564096,0.6809897644139996
617,10.218097799161566,0.64345171090566
618,9.924433389538839,0.667855448561116
619,10.49100615589388,0.6264632922898481
620,9.547232379925632,0.7048253420234801
621,9.381453063902589,0.700706628974323
623,10.139292996341203,0.6556267858039233
624,10.236421628194126,0.6616526685275704
626,11.137722294453505,0.5646135925118523
631,10.227476440211227,0.6369231605840165
643,10.402076050544,0.6400210900311021
649,10.046641301263804,0.6732104172655518
650,11.102689711114689,0.5849164594707476
667,10.050540011140521,0.6641860770101949
689,10.987994252912017,0.5877855102712344
690,11.29962680040944,0.5555605995281102
700,10.898541113107507,0.5951887293596393
701,11.116956992440281,0.5589750918638022
705,10.661714360434246,0.6324500969434452
711,10.859365297424619,0.5957867550397022
725,10.498936260113027,0.6246369650510718
740,10.003752032866739,0.6704618043217806
743,10.058926554054093,0.6635292750747982
744,11.151525867303516,0.5793891178835033
745,9.77935902059065,0.6940615452604141
746,10.766843338477223,0.6060376657352387
747,11.230913224620414,0.5725431239970538
749,10.210476707250406,0.6603673619780155
751,10.641075735877708,0.613699268460964
752,10.207521494378103,0.6578750210558799
753,10.002172225801631,0.6710884899244557
756,10.406163936180446,0.6219793301360261
763,10.664702916432779,0.6160061282744871
767,10.51947465131731,0.6442575961861652
793,10.275597721671534,0.6458557548244619
794,10.759947298391385,0.6089992498807665
795,11.314649989773681,0.5736673180261964
797,11.538613250368321,0.5194006537780835
800,11.144231102609925,0.5704538622118187
809,8.861625731551584,0.7484669997239294
817,8.28811777979387,0.7529863521616618
828,8.067875796329536,0.7864668157641714
841,9.953304567383446,0.6774311586053767
843,9.779219023143023,0.6806562410982465
844,9.547273162092033,0.6961165714886326
